runtime_minutes,genres,average_ratings,number_of_votes,release_date,title,production_budget,domestic_gross,worldwide_gross,Total_gross,ROI,month,season,movie_rating,movie_length,genre_1,genre_combined,Budget_Category,Break_Even,Profit_Margin,quarter,year,peak_season
116,"Comedy,Romance,Sci-Fi",5,1152,2011-02-04,What Women Want,65000000,182805123,374105123,556910246,756.7849938461538,2,Winter,Average,Medium,Comedy,Comedy & Romance,Medium,True,0.8832846038174704,2011Q1,2011,Non-Peak
99,"Comedy,Drama,Romance",5,8794,2012-04-06,Damsels in Distress,3000000,1007535,1324299,2331834,-22.2722,4,Spring,Average,Medium,Comedy,Comedy & Drama,Low,False,-0.286540980189842,2012Q2,2012,Non-Peak
95,"Crime,Drama,Thriller",6,36491,2012-12-07,Deadfall,6000000,66351,1673635,1739986,-71.00023333333333,12,Winter,Average,Medium,Crime,Crime & Drama,Low,False,-2.4483036070405166,2012Q4,2012,Peak
106,"Adventure,Comedy,Drama",5,79510,2012-03-30,Mirror Mirror,85000000,64935167,173613482,238548649,180.6454694117647,3,Spring,Average,Medium,Adventure,Adventure & Comedy,High,True,0.6436785521262793,2012Q1,2012,Non-Peak
88,"Adventure,Animation,Comedy",6,175601,2012-07-13,Ice Age: Continental Drift,95000000,161321843,879765137,1041086980,995.8810315789474,7,Summer,Average,Medium,Adventure,Adventure & Animation,High,True,0.9087492190133816,2012Q3,2012,Peak
82,"Drama,Family,Sport",4,66,2013-04-19,Home Run,1200000,2859955,2859955,5719910,376.6591666666667,4,Spring,low,Medium,Drama,Drama & Family,Low,True,0.7902064892629429,2013Q2,2013,Non-Peak
115,"Crime,Mystery,Thriller",7,553156,2013-05-31,Now You See Me,75000000,117723989,342769200,460493189,513.9909186666666,5,Spring,Average,Medium,Crime,Crime & Mystery,Medium,True,0.8371311415856794,2013Q2,2013,Non-Peak
103,"Biography,Comedy,Drama",7,12143,2013-03-22,The Sapphires,9000000,2450867,20395040,22845907,153.8434111111111,3,Spring,Average,Medium,Biography,Biography & Comedy,Low,True,0.6060563496122084,2013Q1,2013,Non-Peak
104,Comedy,6,71519,2015-06-03,Entourage,30000000,32363404,46438538,78801942,162.67314,6,Summer,Average,Medium,Comedy,Comedy,Medium,True,0.6192987223588982,2015Q2,2015,Peak
91,"Crime,Drama,Thriller",5,39404,2011-10-14,Trespass,35000000,16816,786532,803348,-97.70472,10,Fall,Average,Medium,Crime,Crime & Drama,Medium,False,-42.567669303962916,2011Q4,2011,Non-Peak
121,"Drama,Horror,Thriller",7,83200,2011-09-30,Take Shelter,4750000,1728953,4972016,6700969,41.073031578947365,9,Fall,Average,Long,Drama,Drama & Horror,Low,True,0.29114729526431177,2011Q3,2011,Non-Peak
121,"Drama,Mystery",4,27,2015-07-03,Checkmate,1500000,0,0,0,-100.0,7,Summer,low,Long,Drama,Drama & Mystery,Low,False,-inf,2015Q3,2015,Peak
121,"Drama,Mystery",4,27,2016-01-01,Checkmate,1500000,0,0,0,-100.0,1,Winter,low,Long,Drama,Drama & Mystery,Low,False,-inf,2016Q1,2016,Non-Peak
140,"Action,Adventure,Sci-Fi",7,301660,2018-03-29,Ready Player One,150000000,137690172,579290136,716980308,377.986872,3,Spring,Average,Long,Action,Action & Adventure,High,True,0.7907892332239619,2018Q1,2018,Non-Peak
90,"Comedy,Drama,Romance",5,1178,2011-06-11,My Last Day Without You,1000000,0,0,0,-100.0,6,Summer,Average,Medium,Comedy,Comedy & Drama,Low,False,-inf,2011Q2,2011,Peak
92,"Adventure,Animation,Comedy",6,63295,2016-11-04,Trolls,125000000,153707064,344150134,497857198,298.2857584,11,Fall,Average,Medium,Adventure,Adventure & Animation,High,True,0.7489239876371135,2016Q4,2016,Peak
99,"Action,Romance,Thriller",5,195,2015-08-07,The Algerian,1300000,0,0,0,-100.0,8,Summer,Average,Medium,Action,Action & Romance,Low,False,-inf,2015Q3,2015,Non-Peak
89,"Comedy,Drama,Romance",5,681,2011-10-07,The One,49000000,43905746,72689126,116594872,137.94871836734694,10,Fall,Average,Medium,Comedy,Comedy & Drama,Medium,True,0.5797413800497161,2011Q4,2011,Non-Peak
89,"Comedy,Drama,Romance",5,681,2015-07-07,The One,49000000,43905746,72689126,116594872,137.94871836734694,7,Summer,Average,Medium,Comedy,Comedy & Drama,Medium,True,0.5797413800497161,2015Q3,2015,Peak
99,"Drama,Thriller",6,97393,2013-03-01,Stoker,12000000,1703125,12034913,13738038,14.48365,3,Spring,Average,Medium,Drama,Drama & Thriller,Low,True,0.12651282519381588,2013Q1,2013,Non-Peak
98,Documentary,7,9597,2011-04-23,Bully,2100000,881824,1381824,2263648,7.792761904761905,4,Spring,Average,Medium,Documentary,Documentary,Low,True,0.07229392555733047,2011Q2,2011,Non-Peak
131,Drama,7,94,2010-12-10,The Tempest,20000000,277943,277943,555886,-97.22057,12,Winter,Average,Long,Drama,Drama,Medium,False,-34.97859992876237,2010Q4,2010,Peak
107,Drama,5,7055,2011-08-26,Circumstance,900000,454121,958978,1413099,57.011,8,Summer,Average,Medium,Drama,Drama,Low,True,0.36310194827114023,2011Q3,2011,Non-Peak
93,Horror,3,2723,2011-09-09,Creature,3000000,331000,331000,662000,-77.93333333333334,9,Fall,low,Medium,Horror,Horror,Low,False,-3.5317220543806647,2011Q3,2011,Non-Peak
100,Thriller,6,50,2016-10-28,Inferno,75000000,34343574,219519367,253862941,238.4839213333333,10,Fall,Average,Medium,Thriller,Thriller,Medium,True,0.7045649920206353,2016Q4,2016,Non-Peak
102,"Horror,Thriller",6,60215,2010-10-29,The Awakening,4900000,95933,6924321,7020254,43.270489795918365,10,Fall,Average,Medium,Horror,Horror & Thriller,Low,True,0.30201955655735535,2010Q4,2010,Non-Peak
102,"Horror,Thriller",6,60215,2011-08-17,The Awakening,4900000,95933,6924321,7020254,43.270489795918365,8,Summer,Average,Medium,Horror,Horror & Thriller,Low,True,0.30201955655735535,2011Q3,2011,Non-Peak
98,"Adventure,Animation,Comedy",7,344230,2013-07-03,Despicable Me 2,76000000,368065385,975216835,1343282220,1667.4766052631578,7,Summer,Average,Medium,Adventure,Adventure & Animation,Medium,True,0.9434221648522974,2013Q3,2013,Peak
80,Horror,6,91,2010-10-31,Plastic,10000000,0,575371,575371,-94.24629,10,Fall,Average,Medium,Horror,Horror,Low,False,-16.38009041123032,2010Q4,2010,Non-Peak
80,Horror,6,91,2014-09-26,Plastic,10000000,0,575371,575371,-94.24629,9,Fall,Average,Medium,Horror,Horror,Low,False,-16.38009041123032,2014Q3,2014,Non-Peak
98,"Drama,Fantasy,Mystery",6,39282,2017-03-03,Before I Fall,5000000,12241072,18945682,31186754,523.7350799999999,3,Spring,Average,Medium,Drama,Drama & Fantasy,Low,True,0.8396755237816671,2017Q1,2017,Non-Peak
87,Comedy,5,1508,2012-03-06,High Road,546173,0,0,0,-100.0,3,Spring,Average,Medium,Comedy,Comedy,Low,False,-inf,2012Q1,2012,Non-Peak
80,"Comedy,Drama",7,111372,2011-12-16,Carnage,25000000,2546747,38112154,40658901,62.635604,12,Winter,Average,Medium,Comedy,Comedy & Drama,Medium,True,0.385128486379895,2011Q4,2011,Peak
77,Comedy,3,183,2012-09-09,Highway,2000000,0,0,0,-100.0,9,Fall,low,Medium,Comedy,Comedy,Low,False,-inf,2012Q3,2012,Non-Peak
77,Comedy,3,183,2014-02-20,Highway,2000000,0,0,0,-100.0,2,Winter,low,Medium,Comedy,Comedy,Low,False,-inf,2014Q1,2014,Non-Peak
95,"Comedy,Drama",5,33702,2012-12-19,The Guilt Trip,40000000,37134215,41294674,78428889,96.07222250000001,12,Winter,Average,Medium,Comedy,Comedy & Drama,Medium,True,0.4899838502111129,2012Q4,2012,Peak
94,"Action,Adventure,Drama",5,7006,2015-06-26,Into the Grizzly Maze,10000000,0,0,0,-100.0,6,Summer,Average,Medium,Action,Action & Adventure,Low,False,-inf,2015Q2,2015,Peak
86,Comedy,4,3696,2010-09-10,The Virginity Hit,2000000,636706,636706,1273412,-36.3294,9,Fall,low,Medium,Comedy,Comedy,Low,False,-0.5705835974531417,2010Q3,2010,Non-Peak
81,"Comedy,Family",6,37325,2014-10-10,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",28000000,66954149,101379287,168333436,501.1908428571428,10,Fall,Average,Medium,Comedy,Comedy & Family,Medium,True,0.8336634677854493,2014Q4,2014,Non-Peak
120,"Drama,Thriller",6,674,2013-05-14,Captive,2000000,2583301,2791973,5375274,168.7637,5,Spring,Average,Medium,Drama,Drama & Thriller,Low,True,0.6279259438681637,2013Q2,2013,Non-Peak
120,"Drama,Thriller",6,674,2015-09-18,Captive,2000000,2583301,2791973,5375274,168.7637,9,Fall,Average,Medium,Drama,Drama & Thriller,Low,True,0.6279259438681637,2015Q3,2015,Non-Peak
120,"Drama,Thriller",6,674,2017-04-28,Captive,2000000,2583301,2791973,5375274,168.7637,4,Spring,Average,Medium,Drama,Drama & Thriller,Low,True,0.6279259438681637,2017Q2,2017,Non-Peak
95,"Comedy,Romance",5,4452,2013-05-09,Peeples,11000000,9177065,9307166,18484231,68.03846363636363,5,Spring,Average,Medium,Comedy,Comedy & Romance,Low,True,0.40489815345848035,2013Q2,2013,Non-Peak
89,"Adventure,Animation,Comedy",6,159111,2016-08-12,Sausage Party,19000000,97670358,141344255,239014613,1157.9716473684211,8,Summer,Average,Medium,Adventure,Adventure & Animation,Low,True,0.9205069524347451,2016Q3,2016,Non-Peak
93,"Comedy,Horror,Mystery",5,14221,2010-01-16,Detention,10000000,0,0,0,-100.0,1,Winter,Average,Medium,Comedy,Comedy & Horror,Low,False,-inf,2010Q1,2010,Non-Peak
93,"Comedy,Horror,Mystery",5,14221,2011-03-16,Detention,10000000,0,0,0,-100.0,3,Spring,Average,Medium,Comedy,Comedy & Horror,Low,False,-inf,2011Q1,2011,Non-Peak
115,"Drama,Romance,Thriller",6,97055,2013-02-14,Safe Haven,28000000,71399120,94050951,165450071,490.89311071428574,2,Winter,Average,Medium,Drama,Drama & Romance,Medium,True,0.8307646540689608,2013Q1,2013,Non-Peak
105,"Documentary,Music",1,74978,2011-02-11,Justin Bieber: Never Say Never,13000000,73013910,99034125,172048035,1223.446423076923,2,Winter,low,Medium,Documentary,Documentary & Music,Low,True,0.9244397066203052,2011Q1,2011,Non-Peak
92,Horror,6,48125,2011-09-09,Grave Encounters,2000000,0,2151887,2151887,7.5943499999999995,9,Fall,Average,Medium,Horror,Horror,Low,True,0.07058316723880018,2011Q3,2011,Non-Peak
104,"Biography,Drama",6,15611,2016-06-10,Genius,17000000,1361045,7265283,8626328,-49.25689411764706,6,Summer,Average,Medium,Biography,Biography & Drama,Low,False,-0.9707110603723855,2016Q2,2016,Peak
99,"Biography,Comedy,Crime",6,53765,2012-04-27,Bernie,6000000,9204489,10106975,19311464,221.85773333333333,4,Spring,Average,Medium,Biography,Biography & Comedy,Low,True,0.6893037213543209,2012Q2,2012,Non-Peak
94,"Adventure,Animation,Drama",4,11728,2013-12-20,Tarzan,145000000,171091819,448191819,619283638,327.09216413793104,12,Winter,low,Medium,Adventure,Adventure & Animation,High,True,0.7658584998817618,2013Q4,2013,Peak
84,"Drama,Sci-Fi,Thriller",7,229258,2012-02-02,Chronicle,12000000,64575175,123681790,188256965,1468.8080416666667,2,Winter,Average,Medium,Drama,Drama & Sci-Fi,Low,True,0.9362573384735061,2012Q1,2012,Non-Peak
126,"Action,Drama,Sci-Fi",7,239264,2014-06-27,Snowpiercer,40000000,4563029,88069880,92632909,131.58227250000002,6,Summer,Average,Long,Action,Action & Drama,Medium,True,0.5681880183639704,2014Q2,2014,Peak
55,Documentary,6,20,2011-09-16,Drive,15000000,35060689,81357930,116418619,676.1241266666667,9,Fall,Average,Short,Documentary,Documentary,Low,True,0.8711546303431069,2011Q3,2011,Non-Peak
98,"Adventure,Horror,Sci-Fi",5,33137,2013-12-06,The Last Days on Mars,10600000,24084,261364,285448,-97.30709433962265,12,Winter,Average,Medium,Adventure,Adventure & Horror,Low,False,-36.134609456013,2013Q4,2013,Peak
118,"Comedy,Drama,Music",5,7575,2012-01-13,Joyful Noise,27500000,30932113,31157914,62090027,125.78191636363636,1,Winter,Average,Medium,Comedy,Comedy & Drama,Medium,True,0.5570947327821262,2012Q1,2012,Non-Peak
105,Comedy,5,59253,2016-12-09,Office Christmas Party,45000000,54767494,91323299,146090793,224.64620666666667,12,Winter,Average,Medium,Comedy,Comedy,Medium,True,0.6919723750147623,2016Q4,2016,Peak
101,"Action,Crime,Mystery",5,30951,2012-10-18,Alex Cross,35000000,25888412,35426759,61315171,75.18620285714286,10,Fall,Average,Medium,Action,Action & Crime,Medium,True,0.42917879165663586,2012Q4,2012,Non-Peak
115,"Crime,Thriller",6,60369,2016-02-26,Triple 9,20000000,12639297,25943792,38583089,92.91544499999999,2,Winter,Average,Medium,Crime,Crime & Thriller,Medium,True,0.48163818609754133,2016Q1,2016,Non-Peak
87,Drama,7,6,2013-03-14,Upside Down,50000000,102118,26387039,26489157,-47.021686,3,Spring,Average,Medium,Drama,Drama,Medium,False,-0.8875647873580876,2013Q1,2013,Non-Peak
95,"Comedy,Drama,Romance",7,133887,2013-09-13,The Spectacular Now,2500000,6852971,6916951,13769922,450.79688000000004,9,Fall,Average,Medium,Comedy,Comedy & Drama,Low,True,0.8184448684604023,2013Q3,2013,Non-Peak
97,"Drama,Romance",7,25424,2011-09-22,Weekend,190000,484592,1577585,2062177,985.3563157894737,9,Fall,Average,Medium,Drama,Drama & Romance,Low,True,0.9078643588789905,2011Q3,2011,Non-Peak
99,"Drama,Mystery,Sci-Fi",6,19733,2017-10-17,Anna,4357373,0,1200000,1200000,-72.46047102233388,10,Fall,Average,Medium,Drama,Drama & Mystery,Low,False,-2.6311441666666666,2017Q4,2017,Non-Peak
83,Horror,3,211,2011-03-27,Raymond Did It,40000,3632,3632,7264,-81.84,3,Spring,low,Medium,Horror,Horror,Low,False,-4.506607929515418,2011Q1,2011,Non-Peak
114,"Comedy,Drama",7,39618,2012-06-29,People Like Us,16000000,12431792,12617472,25049264,56.557900000000004,6,Summer,Average,Medium,Comedy,Comedy & Drama,Low,True,0.3612586780992847,2012Q2,2012,Peak
119,"Comedy,Drama",6,3793,2011-11-18,Another Happy Day,4000000,9120,978527,987647,-75.308825,11,Fall,Average,Medium,Comedy,Comedy & Drama,Low,False,-3.0500300208475295,2011Q4,2011,Peak
89,"Comedy,Horror,Thriller",4,13,2012-11-02,Vamps,16000000,3361,94812,98173,-99.38641875,11,Fall,low,Medium,Comedy,Comedy & Horror,Low,False,-161.97760076599474,2012Q4,2012,Peak
107,Drama,6,6903,2011-10-30,October Baby,1000000,5355847,5391992,10747839,974.7839000000001,10,Fall,Average,Medium,Drama,Drama,Low,True,0.9069580405884383,2011Q4,2011,Non-Peak
110,"Comedy,Crime",7,371759,2013-08-07,We're the Millers,37000000,150394119,267816276,418210395,1030.2983648648649,8,Summer,Average,Medium,Comedy,Comedy & Crime,Medium,True,0.9115277849561821,2013Q3,2013,Non-Peak
101,Drama,7,171353,2011-12-02,Shame,6500000,4002293,20412841,24415134,275.6174461538461,12,Winter,Average,Medium,Drama,Drama,Low,True,0.7337716843987012,2011Q4,2011,Peak
101,Drama,7,171353,2014-06-01,Shame,6500000,4002293,20412841,24415134,275.6174461538461,6,Summer,Average,Medium,Drama,Drama,Low,True,0.7337716843987012,2014Q2,2014,Peak
101,Drama,7,171353,1968-12-23,Shame,6500000,4002293,20412841,24415134,275.6174461538461,12,Winter,Average,Medium,Drama,Drama,Low,True,0.7337716843987012,1968Q4,1968,Peak
100,Comedy,5,7229,2011-06-18,L!fe Happens,930000,30905,30905,61810,-93.35376344086022,6,Summer,Average,Medium,Comedy,Comedy,Low,False,-14.046109043844039,2011Q2,2011,Peak
92,"Drama,Horror,Mystery",6,64684,2014-10-31,Before I Go to Sleep,22000000,3242457,19563579,22806036,3.6637999999999997,10,Fall,Average,Medium,Drama,Drama & Horror,Medium,True,0.035343099519793794,2014Q4,2014,Non-Peak
102,"Crime,Drama,Thriller",6,67842,2012-07-27,Killer Joe,10000000,1291645,4659110,5950755,-40.492450000000005,7,Summer,Average,Medium,Crime,Crime & Drama,Low,False,-0.6804590341897793,2012Q3,2012,Peak
99,"Action,Comedy,Horror",6,2482,2011-06-19,Father's Day,85000000,28681080,35681080,64362160,-24.279811764705883,6,Summer,Average,Medium,Action,Action & Comedy,High,False,-0.3206517618426728,2011Q2,2011,Peak
103,"Comedy,Drama",7,132642,2013-07-05,The Way Way Back,5000000,21502690,26853810,48356500,867.13,7,Summer,Average,Medium,Comedy,Comedy & Drama,Low,True,0.8966012842120501,2013Q3,2013,Peak
93,"Action,Comedy,Horror",6,40479,2015-10-30,Scouts Guide to the Zombie Apocalypse,15000000,3703046,15554855,19257901,28.38600666666667,10,Fall,Average,Medium,Action,Action & Comedy,Low,True,0.22109891415476693,2015Q4,2015,Non-Peak
110,"Crime,Drama",5,1900,2013-10-19,Screwed,12000000,6982680,6982680,13965360,16.378,10,Fall,Average,Medium,Crime,Crime & Drama,Low,True,0.1407310660090395,2013Q4,2013,Non-Peak
134,"Biography,Drama,Music",8,345466,2018-11-02,Bohemian Rhapsody,55000000,216303339,894985342,1111288681,1920.5248745454546,11,Fall,High,Long,Biography,Biography & Drama,Medium,True,0.9505079094745139,2018Q4,2018,Peak
89,Drama,6,51,2018-03-04,The Box,25000000,15051977,34356760,49408737,97.634948,3,Spring,Average,Medium,Drama,Drama,Medium,True,0.494016614915698,2018Q1,2018,Non-Peak
89,Drama,6,51,2018-11-03,The Box,25000000,15051977,34356760,49408737,97.634948,11,Fall,Average,Medium,Drama,Drama,Medium,True,0.494016614915698,2018Q4,2018,Peak
89,Drama,6,51,2018-05-21,The Box,25000000,15051977,34356760,49408737,97.634948,5,Spring,Average,Medium,Drama,Drama,Medium,True,0.494016614915698,2018Q2,2018,Non-Peak
88,"Horror,Thriller",5,833,2011-03-10,The Family,30000000,36918811,51078541,87997352,193.32450666666668,3,Spring,Average,Medium,Horror,Horror & Thriller,Medium,True,0.6590806505177564,2011Q1,2011,Non-Peak
88,"Horror,Thriller",5,833,2013-09-13,The Family,30000000,36918811,51078541,87997352,193.32450666666668,9,Fall,Average,Medium,Horror,Horror & Thriller,Medium,True,0.6590806505177564,2013Q3,2013,Non-Peak
88,"Horror,Thriller",5,833,2017-10-18,The Family,30000000,36918811,51078541,87997352,193.32450666666668,10,Fall,Average,Medium,Horror,Horror & Thriller,Medium,True,0.6590806505177564,2017Q4,2017,Non-Peak
103,"Comedy,Drama,Romance",5,3085,2012-04-20,Darling Companion,12000000,793352,1200346,1993698,-83.38584999999999,4,Spring,Average,Medium,Comedy,Comedy & Drama,Low,False,-5.018965761113268,2012Q2,2012,Non-Peak
114,"Action,Adventure,Fantasy",6,211722,2013-11-01,Ender's Game,110000000,61737191,127983283,189720474,72.47315818181819,11,Fall,Average,Medium,Action,Action & Adventure,High,True,0.42019963538568855,2013Q4,2013,Peak
101,"Horror,Thriller",5,25089,2013-04-19,The Lords of Salem,1500000,1165881,1541131,2707012,80.46746666666667,4,Spring,Average,Medium,Horror,Horror & Thriller,Low,True,0.44588350550348504,2013Q2,2013,Non-Peak
110,"Drama,War",6,373,2016-12-23,Silence,46500000,7100177,23726626,30826803,-33.7058,12,Winter,Average,Medium,Drama,Drama & War,Medium,False,-0.5084275849169309,2016Q4,2016,Peak
77,Documentary,7,11,2011-09-30,50/50,8000000,35016118,41334735,76350853,854.3856625,9,Fall,Average,Medium,Documentary,Documentary,Low,True,0.8952205550342706,2011Q3,2011,Non-Peak
98,"Crime,Drama",6,7709,2012-03-11,Eden,2300000,0,0,0,-100.0,3,Spring,Average,Medium,Crime,Crime & Drama,Low,False,-inf,2012Q1,2012,Non-Peak
98,"Crime,Drama",6,7709,2015-06-19,Eden,2300000,0,0,0,-100.0,6,Summer,Average,Medium,Crime,Crime & Drama,Low,False,-inf,2015Q2,2015,Peak
98,"Crime,Drama",6,7709,2014-10-04,Eden,2300000,0,0,0,-100.0,10,Fall,Average,Medium,Crime,Crime & Drama,Low,False,-inf,2014Q4,2014,Non-Peak
98,"Crime,Drama",6,7709,2015-09-18,Eden,2300000,0,0,0,-100.0,9,Fall,Average,Medium,Crime,Crime & Drama,Low,False,-inf,2015Q3,2015,Non-Peak
98,"Crime,Drama",6,7709,2018-11-25,Eden,2300000,0,0,0,-100.0,11,Fall,Average,Medium,Crime,Crime & Drama,Low,False,-inf,2018Q4,2018,Peak
80,"Fantasy,Horror,Sci-Fi",5,159,2014-10-14,Wonderland,5500000,1060512,1060512,2121024,-61.43592727272728,10,Fall,Average,Medium,Fantasy,Fantasy & Horror,Low,False,-1.5930871126399324,2014Q4,2014,Non-Peak
80,"Fantasy,Horror,Sci-Fi",5,159,2016-01-08,Wonderland,5500000,1060512,1060512,2121024,-61.43592727272728,1,Winter,Average,Medium,Fantasy,Fantasy & Horror,Low,False,-1.5930871126399324,2016Q1,2016,Non-Peak
127,"Action,Adventure,Drama",6,258938,2012-06-01,Snow White and the Huntsman,170000000,155136755,401021746,556158501,227.1520594117647,6,Summer,Average,Long,Action,Action & Adventure,High,True,0.6943317423102735,2012Q2,2012,Peak
85,"Biography,Crime,Documentary",5,22,2011-06-07,Last Man Standing,67000000,18115927,18115927,36231854,-45.922605970149256,6,Summer,Average,Medium,Biography,Biography & Crime,Medium,False,-0.8492015340975927,2011Q2,2011,Peak
55,Documentary,6,39,2013-11-03,Open Secret,100000,0,0,0,-100.0,11,Fall,Average,Short,Documentary,Documentary,Low,False,-inf,2013Q4,2013,Peak
115,"Action,Crime,Drama",5,58,2012-03-16,Payback,50000000,81526121,161626121,243152242,386.304484,3,Spring,Average,Medium,Action,Action & Crime,Medium,True,0.7943675139956143,2012Q1,2012,Non-Peak
111,"Crime,Drama,Mystery",6,37455,2015-11-20,Secret in Their Eyes,20000000,20180155,32608019,52788174,163.94087,11,Fall,Average,Medium,Crime,Crime & Drama,Medium,True,0.6211272623296271,2015Q4,2015,Peak
134,"Biography,Drama,Music",6,30410,2014-06-20,Jersey Boys,40000000,47047013,65282732,112329745,180.8243625,6,Summer,Average,Long,Biography,Biography & Drama,Medium,True,0.6439055390003778,2014Q2,2014,Peak
109,"Action,Crime,Drama",5,55597,2014-03-28,Sabotage,35000000,10508518,18376443,28884961,-17.47154,3,Spring,Average,Medium,Action,Action & Crime,Medium,False,-0.21170321123161634,2014Q1,2014,Non-Peak
90,"Comedy,Drama",6,24780,2012-06-14,Your Sister's Sister,120000,1597486,3090593,4688079,3806.7324999999996,6,Summer,Average,Medium,Comedy,Comedy & Drama,Low,True,0.9744031617214641,2012Q2,2012,Peak
89,"Comedy,Romance",4,18552,2011-09-16,I Don't Know How She Does It,24000000,9659074,24474463,34133537,42.22307083333333,9,Fall,low,Medium,Comedy,Comedy & Romance,Medium,True,0.29687919537901974,2011Q3,2011,Non-Peak
108,"Drama,Fantasy,Mystery",6,5484,2013-06-07,The Wall,3000000,1803064,4495262,6298326,109.94420000000001,6,Summer,Average,Medium,Drama,Drama & Fantasy,Low,True,0.5236829595673517,2013Q2,2013,Peak
108,"Drama,Fantasy,Mystery",6,5484,2017-05-12,The Wall,3000000,1803064,4495262,6298326,109.94420000000001,5,Spring,Average,Medium,Drama,Drama & Fantasy,Low,True,0.5236829595673517,2017Q2,2017,Non-Peak
127,"Action,Crime,Drama",6,17771,2014-03-21,Blood Ties,26000000,42472,2923959,2966431,-88.59065000000001,3,Spring,Average,Long,Action,Action & Crime,Medium,False,-7.764741199104243,2014Q1,2014,Non-Peak
94,"Adventure,Comedy,Drama",7,291750,2012-05-25,Moonrise Kingdom,16000000,45512466,68848446,114360912,614.7557,5,Spring,Average,Medium,Adventure,Adventure & Comedy,Low,True,0.8600920566285796,2012Q2,2012,Non-Peak
68,"Comedy,Drama,Romance",4,8,2013-06-07,Much Ado About Nothing,8000000,22549338,22549338,45098676,463.73344999999995,6,Summer,low,Medium,Comedy,Comedy & Drama,Low,True,0.8226112003820245,2013Q2,2013,Peak
68,"Comedy,Drama,Romance",4,8,2016-01-23,Much Ado About Nothing,8000000,22549338,22549338,45098676,463.73344999999995,1,Winter,low,Medium,Comedy,Comedy & Drama,Low,True,0.8226112003820245,2016Q1,2016,Non-Peak
114,"Drama,Fantasy,Horror",6,55287,2012-07-12,Red Lights,17700000,49521,14518884,14568405,-17.692627118644065,7,Summer,Average,Medium,Drama,Drama & Fantasy,Low,False,-0.2149579861350642,2012Q3,2012,Peak
85,"Drama,Mystery,Sci-Fi",6,19387,2011-01-22,Sound of My Voice,135000,408015,429448,837463,520.342962962963,1,Winter,Average,Medium,Drama,Drama & Mystery,Low,True,0.8387988484267365,2011Q1,2011,Non-Peak
82,"Action,Horror,Thriller",6,42256,2012-09-21,The Collection,10000000,6810754,8890094,15700848,57.00847999999999,9,Fall,Average,Medium,Action,Action & Horror,Low,True,0.36309172600104145,2012Q3,2012,Non-Peak
82,"Action,Horror,Thriller",6,42256,2017-03-11,The Collection,10000000,6810754,8890094,15700848,57.00847999999999,3,Spring,Average,Medium,Action,Action & Horror,Low,True,0.36309172600104145,2017Q1,2017,Non-Peak
99,"Drama,Romance",5,1609,2011-06-09,August,3400000,12636,12636,25272,-99.25670588235293,6,Summer,Average,Medium,Drama,Drama & Romance,Low,False,-133.53624564735676,2011Q2,2011,Peak
99,"Drama,Romance",5,1609,2011-06-26,August,3400000,12636,12636,25272,-99.25670588235293,6,Summer,Average,Medium,Drama,Drama & Romance,Low,False,-133.53624564735676,2011Q2,2011,Peak
108,Drama,5,731,2011-06-09,August,3400000,12636,12636,25272,-99.25670588235293,6,Summer,Average,Medium,Drama,Drama,Low,False,-133.53624564735676,2011Q2,2011,Peak
108,Drama,5,731,2011-06-26,August,3400000,12636,12636,25272,-99.25670588235293,6,Summer,Average,Medium,Drama,Drama,Low,False,-133.53624564735676,2011Q2,2011,Peak
106,"Comedy,Fantasy,Musical",5,386,2013-04-26,The Ghastly Love of Johnny X,2000000,2436,2436,4872,-99.7564,4,Spring,Average,Medium,Comedy,Comedy & Fantasy,Low,False,-409.5090311986864,2013Q2,2013,Non-Peak
108,"Adventure,Animation,Drama",7,50015,2016-08-05,The Little Prince,77500000,1311213,102028919,103340132,33.34210580645161,8,Summer,Average,Medium,Adventure,Adventure & Animation,Medium,True,0.2500493419149107,2016Q3,2016,Non-Peak
90,Drama,5,149,2014-01-01,Brothers,26000000,28544157,45043870,73588027,183.0308730769231,1,Winter,Average,Medium,Drama,Drama,Medium,True,0.6466816537967515,2014Q1,2014,Non-Peak
90,Drama,5,149,2014-01-01,Brothers,13000000,656688,17856688,18513376,42.410584615384614,1,Winter,Average,Medium,Drama,Drama,Low,True,0.29780500325818476,2014Q1,2014,Non-Peak
90,Drama,5,149,2016-04-04,Brothers,26000000,28544157,45043870,73588027,183.0308730769231,4,Spring,Average,Medium,Drama,Drama,Medium,True,0.6466816537967515,2016Q2,2016,Non-Peak
90,Drama,5,149,2016-04-04,Brothers,13000000,656688,17856688,18513376,42.410584615384614,4,Spring,Average,Medium,Drama,Drama,Low,True,0.29780500325818476,2016Q2,2016,Non-Peak
88,"Comedy,Fantasy,Horror",4,9774,2012-08-10,Twixt,7000000,0,1268346,1268346,-81.88077142857144,8,Summer,low,Medium,Comedy,Comedy & Fantasy,Low,False,-4.518998759013708,2012Q3,2012,Non-Peak
126,Action,7,1338,2016-12-02,Jackie,9000000,13960394,36588512,50548906,461.6545111111111,12,Winter,Average,Long,Action,Action,Low,True,0.8219546037257464,2016Q4,2016,Peak
108,"Comedy,Drama",5,2810,2012-04-13,Blue Like Jazz,1200000,595018,595018,1190036,-0.8303333333333333,4,Spring,Average,Medium,Comedy,Comedy & Drama,Low,False,-0.008372855947215043,2012Q2,2012,Non-Peak
