movie_id,primary_title,start_year,runtime_minutes,genres,averagerating,numvotes,Unnamed: 0,genre_ids,id_x,original_language,original_title,popularity,release_date_x,title,vote_average,vote_count,id_y,release_date_y,movie,production_budget,domestic_gross,worldwide_gross
tt1485796,The Greatest Showman,2017,105.0,"Biography,Drama,Musical",7.6,199663,20649,[18],316029,en,The Greatest Showman,22.009,2017-12-20,The Greatest Showman,8.0,5197,25,"Dec 20, 2017",The Greatest Showman,"$84,000,000","$174,340,174","$386,665,550"
tt1485796,The Greatest Showman,2017,105.0,"Biography,Drama,Musical",7.6,199663,23885,[18],316029,en,The Greatest Showman,22.009,2017-12-20,The Greatest Showman,8.0,5197,25,"Dec 20, 2017",The Greatest Showman,"$84,000,000","$174,340,174","$386,665,550"
tt1486185,Red Riding Hood,2011,100.0,"Fantasy,Horror,Mystery",5.5,102369,2574,"[14, 53, 27]",49730,en,Red Riding Hood,11.856,2011-03-11,Red Riding Hood,5.9,1884,55,"Mar 11, 2011",Red Riding Hood,"$42,000,000","$37,662,162","$91,678,442"
tt1486192,The Raven,2012,110.0,"Crime,Mystery,Thriller",6.4,79578,2156,"[27, 28, 53, 878]",45168,en,The Raven,0.6,2010-04-20,The Raven,5.9,5,45,"Apr 27, 2012",The Raven,"$26,000,000","$16,008,272","$30,601,801"
tt1486192,The Raven,2012,110.0,"Crime,Mystery,Thriller",6.4,79578,5362,"[80, 53, 9648]",70436,en,The Raven,8.635,2012-04-27,The Raven,6.3,681,45,"Apr 27, 2012",The Raven,"$26,000,000","$16,008,272","$30,601,801"
tt1486193,5 Days of War,2011,113.0,"Action,Drama,War",5.6,13089,2693,"[10752, 18]",50601,en,5 Days of War,8.689,2011-08-18,5 Days of War,5.7,102,47,"Aug 19, 2011",5 Days of War,"$12,000,000","$17,479","$87,793"
tt1487931,Khumba,2013,85.0,"Adventure,Animation,Family",5.7,4984,8032,"[16, 12, 10751]",172391,en,Khumba,9.597,2013-12-07,Khumba,5.6,129,54,"Dec 6, 2013",Khumba,"$15,000,000",$0,"$20,898,221"
tt1488181,Zambezia,2012,83.0,"Adventure,Animation,Comedy",5.8,6010,5401,"[35, 16, 12, 10751]",133931,en,Zambezia,7.931,2012-07-07,Zambezia,5.6,131,8,"Dec 31, 2012",Zambezia,"$20,000,000",$0,"$34,454,336"
tt1488555,The Change-Up,2011,112.0,"Comedy,Fantasy",6.3,155374,2563,[35],49520,en,The Change-Up,12.122,2011-08-05,The Change-Up,6.0,1406,72,"Aug 5, 2011",The Change-Up,"$52,000,000","$37,243,418","$75,997,067"
tt1488602,The Forest,2011,98.0,"Horror,Thriller",3.5,135,3914,"[27, 53]",116514,en,Forest of the Living Dead,1.125,2011-04-14,The Forest,2.5,1,92,"Jan 8, 2016",The Forest,"$10,000,000","$26,594,261","$40,749,230"
tt1488602,The Forest,2011,98.0,"Horror,Thriller",3.5,135,17572,"[27, 53, 9648]",329440,en,The Forest,10.069,2016-01-08,The Forest,5.0,957,92,"Jan 8, 2016",The Forest,"$10,000,000","$26,594,261","$40,749,230"
tt1488602,The Forest,2011,98.0,"Horror,Thriller",3.5,135,18995,"[18, 27, 14]",386835,th,The Forest,1.255,2016-03-09,The Forest,5.9,15,92,"Jan 8, 2016",The Forest,"$10,000,000","$26,594,261","$40,749,230"
tt1489889,Central Intelligence,2016,107.0,"Action,Comedy,Crime",6.3,138872,17465,"[28, 35, 9648]",302699,en,Central Intelligence,14.478,2016-06-17,Central Intelligence,6.3,3133,91,"Jun 17, 2016",Central Intelligence,"$50,000,000","$127,440,871","$217,194,805"
tt1490017,The Lego Movie,2014,100.0,"Action,Adventure,Animation",7.8,304179,11052,"[12, 16, 35, 10751, 14]",137106,en,The Lego Movie,19.375,2014-02-07,The Lego Movie,7.4,4839,44,"Feb 7, 2014",The Lego Movie,"$60,000,000","$257,784,718","$457,729,388"
tt1491044,The Iceman,2012,106.0,"Biography,Crime,Drama",6.9,65571,5285,"[53, 80, 18]",68812,en,The Iceman,11.248,2012-09-01,The Iceman,6.5,562,81,"May 3, 2013",The Iceman,"$10,000,000","$1,930,282","$3,623,609"
tt1492841,Foreign Letters,2012,99.0,"Comedy,Drama",6.9,180,7550,[],176069,en,Foreign Letters,0.6,2012-04-22,Foreign Letters,5.3,3,33,"Mar 31, 2012",Foreign Letters,"$40,000",$0,$0
tt1494821,The Gift,2010,87.0,Drama,7.8,12,1200,[878],133194,en,The Gift,1.304,2010-04-08,The Gift,6.6,7,28,"Dec 19, 2000",The Gift,"$10,000,000","$12,008,642","$44,567,606"
tt1494821,The Gift,2010,87.0,Drama,7.8,12,1200,[878],133194,en,The Gift,1.304,2010-04-08,The Gift,6.6,7,63,"Aug 7, 2015",The Gift,"$5,000,000","$43,787,265","$58,978,477"
tt1494821,The Gift,2010,87.0,Drama,7.8,12,1708,"[9648, 18, 14]",325303,en,Umkhungo,0.624,2010-01-01,The Gift,9.0,1,28,"Dec 19, 2000",The Gift,"$10,000,000","$12,008,642","$44,567,606"
tt1494821,The Gift,2010,87.0,Drama,7.8,12,1708,"[9648, 18, 14]",325303,en,Umkhungo,0.624,2010-01-01,The Gift,9.0,1,63,"Aug 7, 2015",The Gift,"$5,000,000","$43,787,265","$58,978,477"
tt1494821,The Gift,2010,87.0,Drama,7.8,12,13792,"[10749, 18]",384205,en,The Gift,0.6,2014-07-26,The Gift,5.8,6,28,"Dec 19, 2000",The Gift,"$10,000,000","$12,008,642","$44,567,606"
tt1494821,The Gift,2010,87.0,Drama,7.8,12,13792,"[10749, 18]",384205,en,The Gift,0.6,2014-07-26,The Gift,5.8,6,63,"Aug 7, 2015",The Gift,"$5,000,000","$43,787,265","$58,978,477"
tt1494821,The Gift,2010,87.0,Drama,7.8,12,14275,"[53, 9648]",328425,en,The Gift,12.097,2015-08-07,The Gift,6.7,1797,28,"Dec 19, 2000",The Gift,"$10,000,000","$12,008,642","$44,567,606"
tt1494821,The Gift,2010,87.0,Drama,7.8,12,14275,"[53, 9648]",328425,en,The Gift,12.097,2015-08-07,The Gift,6.7,1797,63,"Aug 7, 2015",The Gift,"$5,000,000","$43,787,265","$58,978,477"
tt1494821,The Gift,2010,87.0,Drama,7.8,12,16400,[18],525355,en,The Gift,0.631,2015-06-19,The Gift,9.0,1,28,"Dec 19, 2000",The Gift,"$10,000,000","$12,008,642","$44,567,606"
tt1494821,The Gift,2010,87.0,Drama,7.8,12,16400,[18],525355,en,The Gift,0.631,2015-06-19,The Gift,9.0,1,63,"Aug 7, 2015",The Gift,"$5,000,000","$43,787,265","$58,978,477"
tt1496422,The Paperboy,2012,107.0,"Crime,Drama,Mystery",5.8,33940,5390,"[53, 18, 9648]",82390,en,The Paperboy,8.143,2012-10-05,The Paperboy,5.5,409,37,"Oct 5, 2012",The Paperboy,"$12,500,000","$677,200","$4,027,663"
tt1498568,Red River,2011,77.0,Horror,2.3,179,4078,"[28, 27, 878, 37]",57817,en,Red River,0.875,2011-05-05,Red River,0.0,1,97,"Aug 26, 1948",Red River,"$3,000,000","$9,012,000","$9,012,000"
tt1498569,Restless,2011,91.0,"Drama,Romance",6.8,16736,2811,"[18, 10749]",47760,en,Restless,7.268,2011-09-16,Restless,6.4,258,25,"Sep 16, 2011",Restless,"$8,000,000","$163,753","$2,772,511"
tt1499658,Horrible Bosses,2011,98.0,"Comedy,Crime",6.9,398695,2528,"[35, 80]",51540,en,Horrible Bosses,14.058,2011-07-08,Horrible Bosses,6.5,3842,34,"Jul 8, 2011",Horrible Bosses,"$35,000,000","$117,538,559","$212,417,601"
tt1500906,Vampires,2010,88.0,"Comedy,Fantasy,Horror",6.2,851,2075,[16],487215,en,Vampires,0.6,2010-08-08,Vampires,6.0,1,92,"Oct 30, 1998",Vampires,"$20,000,000","$20,268,825","$20,268,825"
tt1500906,Vampires,2010,88.0,"Comedy,Fantasy,Horror",6.2,851,3198,[35],65997,de,Vampires,2.989,2011-07-01,Vampires,6.0,12,92,"Oct 30, 1998",Vampires,"$20,000,000","$20,268,825","$20,268,825"
tt1502404,Drive Angry,2011,104.0,"Action,Fantasy,Thriller",5.4,90203,2527,"[14, 53, 28, 80]",47327,en,Drive Angry,14.096,2011-02-24,Drive Angry,5.3,959,91,"Feb 25, 2011",Drive Angry,"$50,000,000","$10,721,033","$41,042,583"
tt1502407,Halloween,2018,106.0,"Horror,Thriller",6.6,88395,23894,"[53, 27]",424139,en,Halloween,20.839,2018-10-19,Halloween,6.4,2020,15,"Aug 31, 2007",Halloween,"$15,000,000","$58,269,151","$77,514,401"
tt1502407,Halloween,2018,106.0,"Horror,Thriller",6.6,88395,23894,"[53, 27]",424139,en,Halloween,20.839,2018-10-19,Halloween,6.4,2020,36,"Oct 19, 2018",Halloween,"$10,000,000","$159,342,015","$254,900,667"
tt1502407,Halloween,2018,106.0,"Horror,Thriller",6.6,88395,23894,"[53, 27]",424139,en,Halloween,20.839,2018-10-19,Halloween,6.4,2020,37,"Oct 17, 1978",Halloween,"$325,000","$47,000,000","$70,000,000"
tt1502712,Fantastic Four,2015,100.0,"Action,Adventure,Drama",4.3,140148,14224,"[28, 12, 878]",166424,en,Fantastic Four,16.36,2015-08-07,Fantastic Four,4.4,3837,98,"Aug 7, 2015",Fantastic Four,"$120,000,000","$56,117,548","$167,849,187"
tt1502712,Fantastic Four,2015,100.0,"Action,Adventure,Drama",4.3,140148,14224,"[28, 12, 878]",166424,en,Fantastic Four,16.36,2015-08-07,Fantastic Four,4.4,3837,85,"Jul 8, 2005",Fantastic Four,"$87,500,000","$154,696,080","$333,132,750"
tt1506999,Haywire,2011,93.0,"Action,Drama,Thriller",5.8,78681,2634,"[28, 53, 9648]",70435,en,Haywire,10.015,2011-11-06,Haywire,5.6,747,83,"Jan 20, 2012",Haywire,"$23,000,000","$18,942,396","$36,374,700"
tt1507261,Cargo,2011,85.0,Drama,5.2,454,3492,"[18, 53]",106541,en,Cargo,1.925,2011-10-21,Cargo,4.4,7,73,"Oct 21, 2011",Cargo,"$4,200,000",$0,"$313,230"
tt1507261,Cargo,2011,85.0,Drama,5.2,454,11975,"[14, 18]",182972,en,Cargo,2.457,2014-05-23,Cargo,7.6,47,73,"Oct 21, 2011",Cargo,"$4,200,000",$0,"$313,230"
tt1507261,Cargo,2011,85.0,Drama,5.2,454,24050,"[18, 53, 12, 27]",425972,en,Cargo,12.552,2018-04-19,Cargo,6.3,724,73,"Oct 21, 2011",Cargo,"$4,200,000",$0,"$313,230"
tt1508675,Le Havre,2011,93.0,"Comedy,Drama",7.2,18490,2916,"[18, 35]",73532,fr,Le Havre,5.973,2011-10-21,Le Havre,6.9,169,29,"Oct 21, 2011",Le Havre,"$5,500,000","$611,709","$13,480,196"
tt1509767,The Three Musketeers,2011,110.0,"Action,Adventure,Romance",5.8,98408,2571,"[12, 28, 53]",52451,en,The Three Musketeers,11.932,2011-10-20,The Three Musketeers,5.7,1596,77,"Oct 21, 2011",The Three Musketeers,"$90,000,000","$20,377,913","$139,877,913"
tt1509803,Griff the Invisible,2010,90.0,"Comedy,Drama,Romance",6.1,4478,3121,"[10749, 35, 18]",66942,en,Griff the Invisible,3.519,2011-08-19,Griff the Invisible,6.0,44,81,"Aug 19, 2011",Griff the Invisible,"$2,900,000","$20,778","$25,935"
tt1512235,Super,2010,96.0,"Action,Comedy,Drama",6.8,70604,2581,"[35, 28, 18]",45132,en,Super,11.36,2011-03-31,Super,6.6,726,34,"Apr 1, 2011",Super,"$2,500,000","$327,716","$593,933"
tt1515091,Sherlock Holmes: A Game of Shadows,2011,129.0,"Action,Adventure,Crime",7.5,394189,2484,"[12, 28, 80, 9648]",58574,en,Sherlock Holmes: A Game of Shadows,18.301,2011-12-16,Sherlock Holmes: A Game of Shadows,7.1,6380,69,"Dec 16, 2011",Sherlock Holmes: A Game of Shadows,"$125,000,000","$186,848,418","$535,663,443"
tt1517177,3,2010,119.0,"Comedy,Drama,Romance",6.7,4722,25581,"[27, 9648, 53]",477577,en,3,1.816,2018-08-07,3,6.0,2,85,"Sep 16, 2011",3,"$7,200,000","$59,774","$295,492"
tt1517260,The Host,2013,125.0,"Action,Adventure,Drama",5.9,105633,7982,"[28, 12, 10749, 878, 53]",72710,en,The Host,11.458,2013-03-29,The Host,6.2,2788,68,"Mar 29, 2013",The Host,"$50,000,000","$26,623,701","$64,477,051"
tt1518812,Meek's Cutoff,2010,104.0,"Drama,Western",6.6,10439,290,"[18, 37]",57120,en,Meek's Cutoff,7.309,2010-10-08,Meek's Cutoff,6.5,113,40,"Apr 8, 2011",Meek's Cutoff,"$2,000,000","$977,772","$1,869,928"
tt1519461,Area 51,2015,91.0,"Horror,Sci-Fi,Thriller",4.2,11537,14568,"[27, 53, 878]",57876,en,Area 51,6.794,2015-05-15,Area 51,4.4,248,81,"May 15, 2015",Area 51,"$5,000,000","$7,556","$7,556"
tt1521197,Anonymous,2011,130.0,"Drama,Thriller",6.9,37932,2736,"[18, 36, 53]",61891,en,Anonymous,8.114,2011-10-28,Anonymous,6.4,434,90,"Oct 28, 2011",Anonymous,"$27,500,000","$4,463,292","$15,815,509"
tt1523326,Limbo,2010,105.0,Drama,6.0,457,16748,[35],352984,en,Limbo,0.6,2015-04-12,Limbo,7.7,3,55,"Jun 4, 1999",Limbo,"$8,300,000","$2,160,710","$2,598,224"
tt1524083,A True Story,2013,96.0,Comedy,5.2,211,9354,[35],222250,en,A True Story,1.218,2013-09-20,A True Story,6.6,4,27,"Oct 25, 2013",A True Story,"$45,000",$0,$0
tt1524137,Contraband,2012,109.0,"Action,Crime,Drama",6.5,111709,5265,"[53, 28, 18, 80]",77866,en,Contraband,12.357,2012-01-13,Contraband,6.2,1114,85,"Jan 13, 2012",Contraband,"$25,000,000","$66,528,000","$98,406,855"
tt1524575,The Vatican Tapes,2015,91.0,"Horror,Thriller",5.0,14822,14454,"[53, 27]",157544,en,The Vatican Tapes,7.841,2015-07-24,The Vatican Tapes,4.6,365,3,"Jul 24, 2015",The Vatican Tapes,"$13,000,000","$1,784,763","$14,929,184"
tt1524930,Vacation,2015,99.0,"Adventure,Comedy",6.1,87582,4637,[18],439129,hu,Vakáció,0.6,2011-04-10,Vacation,7.0,1,28,"Jul 29, 2015",Vacation,"$31,000,000","$58,884,188","$102,306,500"
tt1524930,Vacation,2015,99.0,"Adventure,Comedy",6.1,87582,14247,[35],296099,en,Vacation,14.227,2015-07-29,Vacation,6.2,1934,28,"Jul 29, 2015",Vacation,"$31,000,000","$58,884,188","$102,306,500"
tt1525366,Grabbers,2012,94.0,"Comedy,Horror,Sci-Fi",6.3,15727,8204,"[878, 35, 53, 27, 9648]",84204,en,Grabbers,7.117,2013-07-19,Grabbers,6.1,202,38,"Jul 19, 2013",Grabbers,"$5,300,000",$0,"$440,821"
tt1527186,Melancholia,2011,135.0,"Drama,Sci-Fi",7.2,153434,2592,"[18, 878]",62215,da,Melancholia,11.123,2011-11-11,Melancholia,7.1,1642,62,"Nov 11, 2011",Melancholia,"$9,400,000","$3,030,848","$21,817,298"
tt1527827,Hero,2014,87.0,Drama,6.4,21,13334,[],452590,en,Hero,0.6,2014-04-17,Hero,9.0,1,63,"Oct 2, 1992",Hero,"$42,000,000","$19,487,173","$66,787,173"
tt1527827,Hero,2014,87.0,Drama,6.4,21,15568,"[10749, 28, 18]",358996,hi,Hero,1.4,2015-09-15,Hero,6.7,12,63,"Oct 2, 1992",Hero,"$42,000,000","$19,487,173","$66,787,173"
tt1527827,Hero,2014,87.0,Drama,6.4,21,22864,[],436107,es,Hero,0.679,2017-01-16,Hero,8.5,2,63,"Oct 2, 1992",Hero,"$42,000,000","$19,487,173","$66,787,173"
tt1528100,Exodus: Gods and Kings,2014,150.0,"Action,Adventure,Drama",6.0,150858,11036,"[12, 18, 28]",147441,en,Exodus: Gods and Kings,26.789,2014-12-12,Exodus: Gods and Kings,5.7,2909,16,"Dec 12, 2014",Exodus: Gods and Kings,"$140,000,000","$65,014,513","$268,314,513"
tt1529567,Sea Rex 3D: Journey to a Prehistoric World,2010,41.0,Documentary,6.9,364,657,[99],78394,en,Sea Rex 3D: Journey to a Prehistoric World,2.746,2010-05-14,Sea Rex 3D: Journey to a Prehistoric World,7.4,12,31,"May 28, 2010",Sea Rex 3D: Journey to a Prehistoric World,"$5,000,000","$6,096,582","$16,515,203"
tt1529572,Trust,2010,106.0,"Crime,Drama,Thriller",6.9,39422,2759,"[80, 18, 53]",44945,en,Trust,7.805,2011-04-01,Trust,6.6,556,43,"Apr 1, 2011",Trust,"$4,000,000","$120,016","$120,016"
tt1531663,Everything Must Go,2010,97.0,"Comedy,Drama",6.4,45799,2788,"[35, 18, 10749]",45658,en,Everything Must Go,7.493,2011-05-13,Everything Must Go,6.0,301,50,"May 13, 2011",Everything Must Go,"$5,000,000","$2,712,131","$2,821,010"
tt1532503,Beginners,2010,105.0,"Comedy,Drama,Romance",7.2,83770,2616,"[18, 10749, 35]",55347,en,Beginners,10.322,2011-06-17,Beginners,6.9,532,57,"Jun 3, 2011",Beginners,"$3,200,000","$5,790,894","$14,314,407"
tt1532958,Battle of the Year,2013,110.0,"Drama,Music",5.1,8769,8339,"[10402, 18]",109417,en,Battle of the Year,5.858,2013-09-21,Battle of the Year,6.1,130,51,"Sep 20, 2013",Battle of the Year,"$20,000,000","$8,888,355","$16,723,377"
tt1533013,Beautiful Boy,2010,100.0,Drama,6.6,6058,2924,[18],59437,en,Beautiful Boy,5.872,2011-06-03,Beautiful Boy,6.0,47,95,"Oct 12, 2018",Beautiful Boy,"$25,000,000","$7,634,767","$13,031,424"
tt1533013,Beautiful Boy,2010,100.0,Drama,6.6,6058,23927,[18],451915,en,Beautiful Boy,17.409,2018-10-12,Beautiful Boy,7.6,500,95,"Oct 12, 2018",Beautiful Boy,"$25,000,000","$7,634,767","$13,031,424"
tt1534085,Beyond the Black Rainbow,2010,110.0,"Horror,Sci-Fi,Thriller",6.0,10765,2805,"[14, 878, 27]",50037,en,Beyond the Black Rainbow,7.331,2011-09-24,Beyond the Black Rainbow,5.9,150,100,"May 18, 2012",Beyond the Black Rainbow,"$1,100,000","$56,491","$56,491"
tt1535108,Elysium,2013,109.0,"Action,Drama,Sci-Fi",6.6,395572,7902,"[878, 28, 18, 53]",68724,en,Elysium,17.663,2013-08-09,Elysium,6.4,5406,92,"Aug 9, 2013",Elysium,"$120,000,000","$93,050,117","$286,192,091"
tt1535109,Captain Phillips,2013,134.0,"Biography,Drama,Thriller",7.8,387402,7922,"[28, 18, 53]",109424,en,Captain Phillips,15.483,2013-10-11,Captain Phillips,7.6,3909,92,"Oct 11, 2013",Captain Phillips,"$55,000,000","$107,136,417","$220,648,184"
tt1535438,Hope Springs,2012,100.0,"Comedy,Drama,Romance",6.3,38667,5380,"[18, 35, 10749]",82696,en,Hope Springs,8.313,2012-08-07,Hope Springs,6.1,429,75,"Aug 8, 2012",Hope Springs,"$30,000,000","$63,536,011","$133,085,295"
tt1535612,The Son of No One,2011,90.0,"Action,Crime,Drama",5.1,15743,2773,"[18, 53, 80]",74536,en,The Son of No One,7.586,2011-11-04,The Son of No One,5.1,156,51,"Nov 4, 2011",The Son of No One,"$15,000,000","$30,680","$1,148,578"
tt1535616,The Divide,2011,112.0,"Drama,Horror,Sci-Fi",5.8,33603,2760,"[27, 878, 18]",38541,en,The Divide,7.778,2011-03-13,The Divide,5.9,302,53,"Jan 13, 2012",The Divide,"$3,000,000","$18,000","$156,362"
tt1535616,The Divide,2011,112.0,"Drama,Horror,Sci-Fi",5.8,33603,25748,[37],523108,en,The Divide,1.552,2018-01-01,The Divide,2.0,1,53,"Jan 13, 2012",The Divide,"$3,000,000","$18,000","$156,362"
tt1536044,Paranormal Activity 2,2010,91.0,Horror,5.7,93122,228,"[27, 53]",41436,en,Paranormal Activity 2,8.163,2010-10-21,Paranormal Activity 2,5.7,1342,65,"Oct 20, 2010",Paranormal Activity 2,"$3,000,000","$84,752,907","$177,512,032"
tt1537401,Leap Year,2010,94.0,"Drama,Romance",5.9,2211,85,"[10749, 35]",25195,en,Leap Year,11.821,2010-01-08,Leap Year,6.7,990,40,"Jan 8, 2010",Leap Year,"$19,000,000","$25,918,920","$32,618,920"
tt1537401,Leap Year,2010,94.0,"Drama,Romance",5.9,2211,3286,"[18, 35, 10749]",63555,es,Año bisiesto,2.563,2011-06-24,Leap Year,5.6,30,40,"Jan 8, 2010",Leap Year,"$19,000,000","$25,918,920","$32,618,920"
tt1538403,The Mortal Instruments: City of Bones,2013,130.0,"Action,Fantasy,Horror",5.9,121936,7912,"[28, 12, 18, 9648, 10749, 14]",123553,en,The Mortal Instruments: City of Bones,16.484,2013-08-21,The Mortal Instruments: City of Bones,6.3,2915,26,"Aug 21, 2013",The Mortal Instruments: City of Bones,"$60,000,000","$31,165,421","$75,965,567"
tt1540011,Blair Witch,2016,89.0,"Horror,Mystery,Thriller",5.0,36867,17590,"[53, 27]",351211,en,Blair Witch,9.772,2016-09-16,Blair Witch,5.0,1094,1,"Sep 16, 2016",Blair Witch,"$10,000,000","$20,777,061","$38,985,577"
tt1540011,Blair Witch,2016,89.0,"Horror,Mystery,Thriller",5.0,36867,20877,"[53, 27]",351211,en,Blair Witch,9.772,2016-09-16,Blair Witch,5.0,1094,1,"Sep 16, 2016",Blair Witch,"$10,000,000","$20,777,061","$38,985,577"
tt1540128,Playing for Keeps,2012,105.0,"Comedy,Romance,Sport",5.7,27389,5402,"[35, 10749]",77875,en,Playing for Keeps,7.778,2012-12-07,Playing for Keeps,5.6,420,49,"Oct 3, 1986",Playing for Keeps,"$35,000,000","$2,000,000","$2,000,000"
tt1540133,The Guard,2011,96.0,"Comedy,Crime,Thriller",7.3,75183,2622,"[28, 35, 53, 80]",67913,en,The Guard,10.177,2011-07-29,The Guard,6.9,563,54,"Jul 29, 2011",The Guard,"$6,000,000","$5,359,774","$21,197,454"
tt1541995,Snow Flower and the Secret Fan,2011,104.0,"Drama,History",6.1,3429,3035,"[18, 36]",58882,en,Snow Flower and the Secret Fan,4.519,2011-07-15,Snow Flower and the Secret Fan,5.9,39,70,"Jul 15, 2011",Snow Flower and the Secret Fan,"$6,000,000","$1,348,205","$11,348,205"
tt1542344,127 Hours,2010,94.0,"Adventure,Biography,Drama",7.6,323949,93,"[12, 18, 53]",44115,en,127 Hours,11.435,2010-11-05,127 Hours,7.0,4469,6,"Nov 5, 2010",127 Hours,"$18,000,000","$18,335,230","$60,217,171"
tt1544600,The Grace Card,2010,101.0,Drama,6.6,2488,3404,[18],54897,en,The Grace Card,2.142,2011-02-25,The Grace Card,6.5,18,18,"Feb 25, 2011",The Grace Card,"$200,000","$2,430,735","$2,430,735"
tt1545106,Vamps,2012,92.0,"Comedy,Horror,Romance",5.2,8838,5509,"[35, 10749, 27]",73935,en,Vamps,6.65,2012-11-02,Vamps,5.0,145,79,"Nov 2, 2012",Vamps,"$16,000,000","$3,361","$94,812"
tt1545759,Point Blank,2010,81.0,"Action,Crime,Drama",6.8,12706,2912,"[28, 53, 80]",61404,fr,À bout portant,6.021,2011-07-29,Point Blank,6.6,230,69,"Sep 18, 1967",Point Blank,"$3,000,000",$0,$0
tt1547090,Without Men,2011,87.0,Comedy,3.3,1576,3355,"[35, 10749]",68202,en,Without Men,2.312,2011-06-29,Without Men,4.5,13,14,"Dec 31, 2011",Without Men,"$4,700,000",$0,$0
tt1547234,Premium Rush,2012,91.0,"Action,Crime,Thriller",6.5,105279,5263,"[80, 28, 53]",49526,en,Premium Rush,12.484,2012-08-24,Premium Rush,6.2,1244,10,"Aug 24, 2012",Premium Rush,"$35,000,000","$20,275,446","$31,393,201"
tt1549572,Another Earth,2011,92.0,"Drama,Romance,Sci-Fi",7.0,85839,2633,"[18, 878]",55420,en,Another Earth,10.03,2011-07-22,Another Earth,6.7,853,48,"Jul 22, 2011",Another Earth,"$175,000","$1,321,194","$2,102,779"
tt1549920,The Last Stand,2013,107.0,"Action,Thriller",6.4,126623,7918,"[28, 80, 53]",76640,en,The Last Stand,15.894,2013-01-12,The Last Stand,5.9,1692,74,"Jan 18, 2013",The Last Stand,"$30,000,000","$12,050,299","$48,330,757"
tt1551641,Winnie Mandela,2011,104.0,"Biography,Drama,History",6.0,695,8994,[18],75033,en,Winnie Mandela,1.88,2013-09-06,Winnie Mandela,5.7,6,50,"Sep 6, 2013",Winnie Mandela,"$15,000,000","$61,847","$61,847"
tt1554091,A Better Life,2011,98.0,"Drama,Romance",7.2,14602,2922,[18],55720,en,A Better Life,5.885,2011-06-24,A Better Life,7.1,97,84,"Jun 24, 2011",A Better Life,"$10,000,000","$1,759,252","$1,884,251"
tt1554091,A Better Life,2011,98.0,"Drama,Romance",7.2,14602,16530,[99],418293,en,A Better Life,0.6,2015-05-01,A Better Life,10.0,1,84,"Jun 24, 2011",A Better Life,"$10,000,000","$1,759,252","$1,884,251"
tt1555064,Country Strong,2010,117.0,"Drama,Music",6.3,16296,277,"[18, 10749, 10402]",45272,en,Country Strong,7.567,2010-12-22,Country Strong,6.3,126,71,"Dec 22, 2010",Country Strong,"$15,000,000","$20,218,921","$20,601,987"
tt1555069,Mary Queen of Scots,2013,119.0,"Biography,Drama,History",5.5,753,23956,"[18, 36]",457136,en,Mary Queen of Scots,16.115,2018-12-07,Mary Queen of Scots,6.6,592,60,"Dec 7, 2018",Mary Queen of Scots,"$25,000,000","$16,468,499","$46,734,733"
tt1555814,Grace,2011,98.0,"Crime,Drama,Horror",6.5,19,11568,"[53, 27]",289416,en,Grace,5.781,2014-10-28,Grace,4.6,78,80,"Aug 14, 2009",Grace,"$5,000,000","$8,297","$8,297"
tt1555814,Grace,2011,98.0,"Crime,Drama,Horror",6.5,19,13679,[18],319986,en,Grace,0.6,2014-04-18,Grace,6.1,4,80,"Aug 14, 2009",Grace,"$5,000,000","$8,297","$8,297"
tt1555814,Grace,2011,98.0,"Crime,Drama,Horror",6.5,19,25755,[35],546377,en,Grace,1.547,2018-09-23,Grace,10.0,1,80,"Aug 14, 2009",Grace,"$5,000,000","$8,297","$8,297"
tt1559547,Beautiful Creatures,2013,124.0,"Drama,Fantasy,Romance",6.2,79764,7991,"[14, 18, 10749]",109491,en,Beautiful Creatures,11.198,2013-02-14,Beautiful Creatures,5.7,1826,85,"Feb 14, 2013",Beautiful Creatures,"$50,000,000","$19,452,138","$60,282,876"
tt1560747,The Master,2012,138.0,Drama,7.1,131365,5255,[18],68722,en,The Master,12.829,2012-09-14,The Master,7.1,1323,87,"Sep 14, 2012",The Master,"$37,500,000","$16,247,159","$50,647,416"
tt1560747,The Master,2012,138.0,Drama,7.1,131365,17235,"[36, 28]",361501,zh,師父,0.6,2015-02-24,The Master,4.0,1,87,"Sep 14, 2012",The Master,"$37,500,000","$16,247,159","$50,647,416"
tt1560957,I Want Your Money,2010,92.0,Documentary,5.1,1244,1558,[99],47546,en,I Want Your Money,0.744,2010-07-06,I Want Your Money,4.2,5,14,"Oct 15, 2010",I Want Your Money,"$400,000","$433,588","$433,588"
tt1560985,The Devil Inside,2012,83.0,Horror,4.2,33522,5444,"[53, 27]",76487,en,The Devil Inside,7.403,2012-01-06,The Devil Inside,4.7,441,12,"Jan 6, 2012",The Devil Inside,"$1,000,000","$53,262,945","$101,759,490"
tt1562568,Higher Ground,2011,109.0,Drama,6.3,2869,3031,"[18, 53]",50875,en,Higher Ground,4.545,2011-08-26,Higher Ground,5.9,21,25,"Aug 23, 2011",Higher Ground,"$1,800,000","$841,056","$842,693"
tt1562847,Amigo,2010,124.0,"Drama,War",5.9,514,4143,"[18, 36, 10752]",72913,en,Amigo,0.84,2011-08-19,Amigo,4.8,4,94,"Aug 19, 2011",Amigo,"$1,500,000","$184,705","$184,705"
